Income year,Lodgment method,Gender,Taxable status,State / Territory,Age range,"Number of individuals
no.","Salary or wages 
no.","Salary or wages 
$","Total Income or Loss 
no.","Total Income or Loss 
$","Total work related car expenses 
no.","Total work related car expenses 
$","Work related travel expenses 
no.","Work related travel expenses 
$","Total work related uniform/clothing expenses 
no.","Total work related uniform/clothing expenses 
$","Total work related self education expenses 
no.","Total work related self education expenses 
$","Other work related expenses 
no.","Other work related expenses 
$","Gifts or donations 
no.","Gifts or donations 
$","Cost of managing tax affairs 
no.","Cost of managing tax affairs 
$","Total deductions 
no.","Total deductions 
$","Capital gains net capital gain 
no.","Capital gains net capital gain 
$","Net rent - profit 
no.","Net rent - profit 
$","Net rent - loss 
no.","Net rent - loss 
$","Net rent 
no.","Net rent 
$","Total business income 
no.","Total business income 
$","Total business expenses 
no.","Total business expenses 
$","Net income or loss from business 
no.","Net income or loss from business 
$","Taxable income or loss 
no.","Taxable income or loss 
$","Net tax 
no.","Net tax 
$"
2013–14,Agent,Male,Non Taxable,VIC,b. 18 - 24,40267,35934,412222377,40069,535656265,3696,10328512,729,1021025,13080,3037267,1979,3395519,10803,5594212,2668,237565,7460,1052041,19301,24921289,483,1228550,104,530012,223,-1791866,327,-1261854,3171,109055195,2463,40783217,3199,23622001,40059,510282292,0,0
2013–14,Agent,Male,Non Taxable,VIC,c. 25 - 29,19801,13898,162541458,19434,258352740,1267,3333719,301,456787,4143,946006,243,974521,3868,2272110,1292,258372,4896,1223232,8338,10152671,148,517762,183,898566,756,-6505944,939,-5607378,5119,149203808,3854,105984635,5148,41046628,19378,245453334,0,0
2013–14,Agent,Male,Non Taxable,VIC,d. 30 - 34,16169,9117,113355691,15666,202994518,1062,3018271,235,375527,2872,645966,165,816103,2883,1848197,1141,249953,4553,1437661,6988,9804631,238,1070993,405,1966334,1220,-11031289,1625,-9064955,5132,287673925,4100,248340536,5174,34713130,15535,186804613,0,0
2013–14,Agent,Male,Non Taxable,VIC,e. 35 - 39,14057,6437,84455084,13463,167178416,844,2426339,209,459656,2234,524875,120,426158,2252,1587996,1106,338116,4391,1756784,6476,9990598,325,2067705,587,2778188,1459,-13909947,2046,-11131759,4597,261546720,4193,231061870,4646,23864868,13216,146732247,0,0
2013–14,Agent,Male,Non Taxable,VIC,f. 40 - 44,16145,6480,87845522,15443,193284256,869,2389306,229,494685,2432,550886,93,303022,2466,1715568,1407,5231335,5269,6427682,7694,21147542,479,4670031,884,4702447,1903,-18582517,2787,-13880070,5062,374458018,4831,342832249,5126,25178202,15125,158189183,0,0
2013–14,Agent,Male,Non Taxable,VIC,g. 45 - 49,16131,5995,84820201,15416,194113509,815,2667664,220,640675,2289,501497,61,173874,2315,1694915,1448,518040,5315,3702994,7704,16019158,524,5331888,1065,6252961,1955,-19841058,3020,-13588097,4903,420632754,4755,391861250,4964,20750422,15017,157668131,0,0
2013–14,Agent,Male,Non Taxable,VIC,h. 50 - 54,17013,5821,89196749,16285,207651934,829,2483754,209,517339,2203,483626,51,139233,2302,1765626,1650,671318,5487,10093159,8077,26285186,719,8850209,1385,8321196,2107,-22420922,3492,-14099726,5160,369820190,5036,341110412,5247,16766251,15829,156664460,0,0
2013–14,Agent,Male,Non Taxable,VIC,i. 55 - 59,17606,5657,80527630,17085,251933707,755,2022480,187,474953,2161,460021,37,79881,2244,1756428,1987,964590,6027,5190885,8625,23570880,796,6447624,1689,10245491,1947,-21622885,3636,-11377394,4898,356298809,4808,331989462,4993,15310109,16607,209107781,0,0
2013–14,Agent,Male,Non Taxable,VIC,j. 60 - 64,22546,6977,89872393,22004,242380862,1023,2555379,287,562014,2485,502362,24,46493,2916,1811131,3463,2357848,8589,4935861,11715,28468171,1350,9078812,2707,17620406,1991,-17206783,4698,413623,5083,450334381,4962,433632549,5187,-1326117,21506,196459216,0,0
2013–14,Agent,Male,Non Taxable,VIC,k. 65 - 69,27653,7840,103254972,27340,436087576,1230,2860652,296,534973,2864,569504,20,20433,3345,1974492,5673,3235916,11341,15521256,15038,38736591,1909,11789990,3674,27379979,1472,-9993297,5146,17386682,4696,252501593,4577,231743834,4811,9329292,26867,380709486,0,0
2013–14,Agent,Male,Non Taxable,VIC,l. 70 - 74,17962,3376,39349478,17794,293598848,531,1266715,129,198191,993,182970,2,5149,1321,809056,4042,3074209,7648,3727749,9789,19337969,1549,6791772,2335,19257411,537,-3382185,2872,15875226,2315,132334570,2270,126924309,2390,-581407,17517,266182683,0,0
2013–14,Agent,Male,Non Taxable,VIC,m. 75 and over,23064,1402,14967926,22937,415716425,179,377141,53,68488,323,59095,3,3294,478,372028,6570,10257167,11620,4369370,13884,21656376,3438,10519453,2662,23228273,306,-1934743,2968,21293530,1638,128453253,1620,134958715,1700,-12143406,22682,385626430,0,0
2013–14,Agent,Male,Non Taxable,WA,a. Under 18,3565,2860,25905257,3507,28826342,44,62510,14,22216,945,212797,95,94791,689,247454,83,6611,144,18245,1297,669249,68,86243,2,2447,2,-1691,4,756,25,335882,17,126232,25,203923,3506,28156950,0,0
2013–14,Agent,Male,Non Taxable,WA,b. 18 - 24,14240,13118,152063616,14183,186085453,790,1796367,128,150927,4867,997255,434,777835,3186,1333990,600,85955,2712,419709,7063,5627682,118,235039,22,93644,52,-427120,74,-333476,809,18708045,665,12373866,811,6159065,14178,180238431,0,0
2013–14,Agent,Male,Non Taxable,WA,c. 25 - 29,7089,5595,65647886,6964,91560040,352,781687,69,54029,1787,372676,77,344278,1232,704073,293,73243,1718,453034,3175,3027248,60,249248,57,191296,233,-2250039,290,-2058743,1093,37261007,923,29122445,1103,7715191,6940,86902756,0,0
2013–14,Agent,Male,Non Taxable,WA,d. 30 - 34,5080,3189,38076725,4935,63384638,269,669590,59,53841,1130,249658,56,194469,817,492157,296,102151,1588,754050,2478,2927058,83,529692,133,647955,433,-4598425,566,-3950470,1116,65225459,1030,57224952,1136,7562872,4880,56850287,0,0
2013–14,Agent,Male,Non Taxable,WA,e. 35 - 39,4069,2104,27710869,3913,57227513,228,587989,48,110779,836,171548,44,142523,648,505689,272,93647,1435,934584,2134,3546939,99,1461984,188,954888,461,-5404741,649,-4449853,977,221752002,939,214639062,997,5089565,3804,45812624,0,0
2013–14,Agent,Male,Non Taxable,WA,f. 40 - 44,4462,1860,29905144,4279,60592001,213,575802,52,170510,746,157828,24,86987,633,461910,315,164001,1612,1458641,2358,4840019,133,1620882,268,1461614,581,-7054126,849,-5592512,1211,99304157,1187,94753793,1230,2242271,4113,45085193,0,0
2013–14,Agent,Male,Non Taxable,WA,g. 45 - 49,4838,1721,27302328,4633,64829205,185,552882,53,138126,706,143771,27,61918,561,502584,373,172415,1752,1202960,2552,6843080,160,2105870,343,2479873,653,-7633845,996,-5153972,1429,137834431,1415,131373705,1457,4175027,4407,45905423,0,0
2013–14,Agent,Male,Non Taxable,WA,h. 50 - 54,5121,1714,28590815,4886,75757247,249,776907,56,145414,691,141910,20,33463,661,849583,445,349244,1896,2463043,2756,8419162,218,2788858,425,2743830,700,-8650405,1125,-5906575,1433,114037753,1427,104653793,1479,5912932,4666,51321880,0,0
2013–14,Agent,Male,Non Taxable,WA,i. 55 - 59,5545,1631,24973862,5368,89395141,231,794312,48,89750,713,142075,13,28720,617,528980,508,309465,2121,9125301,2936,15183016,265,3289204,558,3941288,769,-9323345,1327,-5382057,1463,126460785,1441,120795524,1499,3918592,5136,60184499,0,0
2013–14,Agent,Male,Non Taxable,WA,j. 60 - 64,7336,2045,29639742,7101,90369797,282,828403,72,154779,753,142959,12,16358,793,563639,976,466232,3074,2586024,4072,13009262,459,5855679,993,7133178,810,-8325717,1803,-1192539,1659,126313681,1643,118556694,1705,3199721,6850,64575536,0,0
2013–14,Agent,Male,Non Taxable,WA,k. 65 - 69,10396,2694,36014569,10272,174210246,385,999872,59,138695,990,173717,8,30642,1016,670263,1910,864586,4904,2548737,6311,17501403,766,10151230,1518,12685061,695,-6442521,2213,6242540,1711,98641233,1677,96451613,1768,-1306759,10048,145921036,0,0
2013–14,Agent,Male,Non Taxable,WA,l. 70 - 74,6776,1332,16478758,6700,120341469,224,620801,38,89040,407,72510,2,426,516,343091,1599,1037730,3328,1718653,4194,9135108,614,3717519,922,8075493,263,-1527006,1185,6548487,873,61209988,857,60952711,897,-7205858,6579,104887240,0,0
2013–14,Agent,Male,Non Taxable,WA,m. 75 and over,7549,489,5031879,7496,148986893,85,204207,11,15917,106,17552,1,9238,157,111088,2116,2847970,4115,1441605,4927,7612843,912,2613559,761,6486404,120,-836721,881,5649683,474,71958743,475,72779272,495,-2639125,7372,136377577,0,0
2013–14,Agent,Male,Taxable,ACT,a. Under 18,75,31,619660,75,2508226,4,9557,2,5058,19,3161,0,0,12,5012,5,4250,12,4858,33,91783,11,48849,2,7477,0,0,2,7477,0,0,0,0,0,0,75,2416443,75,392324
2013–14,Agent,Male,Taxable,ACT,b. 18 - 24,4530,4347,183376719,4530,224065632,1843,5450087,349,868612,3211,874181,516,694529,3211,3321736,961,143085,2469,510814,4184,12055971,98,1181354,12,45893,135,-1376298,147,-1330405,279,11061559,269,5506717,281,5509441,4530,212009529,4530,34564642
2013–14,Agent,Male,Taxable,ACT,c. 25 - 29,6086,5775,364656806,6086,399888894,2766,8388762,656,1287995,3916,1146991,525,1255296,4662,5614440,1913,483383,4100,1161185,5778,20149914,151,847516,73,300142,760,-7686881,833,-7386739,600,35209039,587,20987895,619,14075786,6086,379701499,6086,78706440
2013–14,Agent,Male,Taxable,ACT,d. 30 - 34,7077,6579,518650443,7077,572310805,3018,9533945,848,1266512,3713,1074360,520,1546567,5431,6459808,2527,1017878,5018,1735832,6721,24728734,251,2422283,194,903256,1401,-13860414,1595,-12957158,749,60942134,749,40369638,783,20037279,7077,547389004,7077,131093106
2013–14,Agent,Male,Taxable,ACT,e. 35 - 39,6796,6228,568849737,6796,647497634,2701,8050251,764,1403988,3238,926568,403,1150640,5182,6535062,2908,1244672,4974,2122914,6470,25087897,358,4819798,307,1800098,1674,-19587716,1981,-17787618,733,80029394,725,50157872,760,29950778,6796,622231534,6796,163483885
2013–14,Agent,Male,Taxable,ACT,f. 40 - 44,7377,6594,658090186,7377,780334976,2613,7854910,831,1367424,3275,927355,346,954770,5466,6704224,3587,1932605,5547,2717317,7030,28897417,454,6407191,516,3074632,1818,-22092621,2334,-19017989,744,91789587,742,54348113,778,36411530,7377,751110701,7377,208317493
2013–14,Agent,Male,Taxable,ACT,g. 45 - 49,6718,5977,622329759,6718,762415030,2199,7101765,732,1166924,2747,760671,172,415921,4837,5807756,3509,2281087,5080,2810957,6431,28834117,493,8663970,499,4128246,1792,-24331154,2291,-20202908,654,92260654,658,53215286,695,38152583,6718,732723795,6718,209193848
2013–14,Agent,Male,Taxable,ACT,h. 50 - 54,6875,6070,647897819,6875,822189564,2061,6292089,700,1193252,2591,701106,141,318326,4921,6032609,3676,2705798,5312,2962877,6547,31120202,538,13537643,630,5441041,1986,-26651685,2616,-21210644,600,104741224,608,62649226,658,41176098,6875,790733420,6875,231896857
2013–14,Agent,Male,Taxable,ACT,i. 55 - 59,5744,4754,466813035,5744,721746821,1444,4201971,570,1385609,1783,424010,75,180058,3763,4529192,3201,2987949,4440,2763667,5453,28096615,466,40686849,652,5766686,1527,-22853131,2179,-17086445,555,76745114,561,46728080,589,28762231,5744,693389416,5744,196210032
2013–14,Agent,Male,Taxable,ACT,j. 60 - 64,4933,3404,280569827,4933,500867671,941,2686998,313,578173,1278,288728,33,100399,2525,2750485,2668,2126136,3773,2258482,4639,26399505,465,14919876,687,6671961,1036,-12982720,1723,-6310759,574,69730374,587,46278483,615,22940086,4933,474342265,4933,120015047
2013–14,Agent,Male,Taxable,ACT,k. 65 - 69,3257,1608,111574614,3257,310294692,416,1288195,149,462098,554,115430,12,20173,1155,1247666,1972,2937945,2601,1667983,3057,16979468,353,13411252,492,5202007,437,-4922609,929,279398,376,38004416,379,25163155,404,11134694,3257,293181085,3257,66970369
2013–14,Agent,Male,Taxable,ACT,l. 70 - 74,1572,478,24046450,1572,124663738,124,330953,43,120775,125,27749,0,0,303,349209,994,1355516,1282,726160,1474,7234960,191,4784044,245,3011614,115,-871051,360,2140563,149,10788250,150,6555920,162,3875328,1572,117428588,1572,21743583
2013–14,Agent,Male,Taxable,ACT,m. 75 and over,2295,175,5854833,2295,188955407,31,59284,17,83634,30,4344,0,0,94,118682,1534,2204741,1885,1081259,2117,5668233,370,7933597,308,4560909,65,-695838,373,3865071,118,17816840,119,15082892,133,1697046,2295,183283484,2295,37121417
2013–14,Agent,Male,Taxable,Overseas or unknown,b. 18 - 24,324,312,10879920,324,11746337,31,59255,23,25413,193,48031,1,570,145,76001,19,1811,116,18367,260,237672,0,0,1,17084,0,0,1,17084,8,100390,2,6523,9,93848,324,11508665,324,1687461
2013–14,Agent,Male,Taxable,Overseas or unknown,c. 25 - 29,897,864,42608642,897,45576720,129,307111,73,89166,471,128143,25,50774,491,386727,110,30177,457,80099,752,1098806,13,51407,16,121925,24,-255602,40,-133677,24,642352,19,189012,23,416476,897,44473654,897,8556062
2013–14,Agent,Male,Taxable,Overseas or unknown,d. 30 - 34,786,688,48920441,786,53490077,117,261430,74,207824,268,74139,14,24975,441,408578,111,60358,482,127680,651,1215360,35,360713,74,422626,61,-329859,135,92767,28,1687270,25,1027498,30,660669,786,52242056,786,12762805
2013–14,Agent,Male,Taxable,Overseas or unknown,e. 35 - 39,607,456,40222964,607,47188515,79,236146,51,159288,169,48076,12,19678,293,289971,102,59422,391,116661,489,1085269,36,733152,118,893720,60,-329331,178,564389,30,1136364,30,335061,32,800120,607,45984330,607,12650237
2013–14,Agent,Male,Taxable,Overseas or unknown,f. 40 - 44,608,406,42834937,608,52402040,62,219821,57,157315,168,43670,11,32017,258,279749,93,61563,369,132450,486,1211011,39,667430,199,1623846,41,-380151,240,1243695,14,329523,14,299802,14,-429668,608,50913588,608,15456760
2013–14,Agent,Male,Taxable,Overseas or unknown,g. 45 - 49,458,260,27637567,458,36896140,48,144365,47,259138,110,29874,4,21440,174,194303,78,65632,281,94445,364,985392,27,1218509,176,1612095,35,-361941,211,1250154,10,625589,9,392413,11,233176,458,35619425,458,10769183
2013–14,Agent,Male,Taxable,Overseas or unknown,h. 50 - 54,392,189,21475411,392,33258246,27,70063,25,122932,84,29364,4,11938,125,142854,61,35982,253,135058,308,685704,31,3377692,169,1609071,32,-729699,201,879372,9,384662,8,74495,9,310995,392,32297335,392,10702718
2013–14,Agent,Male,Taxable,Overseas or unknown,i. 55 - 59,323,147,16354473,323,22792854,12,27378,18,132689,64,18821,1,801,93,107804,33,9457,195,65600,256,480736,12,571631,141,1396938,14,-179577,155,1217361,10,622953,11,244512,11,382741,323,22276383,323,6443069
2013–14,Agent,Male,Taxable,Overseas or unknown,j. 60 - 64,256,117,13122867,256,21614427,10,22558,15,63020,54,13948,0,0,74,73481,29,40005,161,60673,199,343271,13,685404,120,1063569,11,-139814,131,923755,5,266003,5,153612,5,112391,256,21228038,256,6538892
2013–14,Agent,Male,Taxable,Overseas or unknown,k. 65 - 69,152,46,5002218,152,8839719,2,771,7,56792,26,8534,0,0,24,38502,13,9897,91,40101,115,190196,13,1043065,88,873011,5,-75264,93,797747,3,248040,2,14185,3,233855,152,8601235,152,2349738
2013–14,Agent,Male,Taxable,Overseas or unknown,l. 70 - 74,64,8,497314,64,1796648,1,216,1,2075,3,2310,1,2666,3,4237,1,498,35,12195,44,26034,10,455425,43,405177,4,-20392,47,384785,3,174055,2,48464,3,125591,64,1732969,64,476376
2013–14,Agent,Male,Taxable,Overseas or unknown,m. 75 and over,39,0,0,39,1967248,0,0,0,0,0,0,0,0,0,0,1,1000,21,8364,25,11155,7,352818,34,453789,1,-884,35,452905,0,0,0,0,0,0,39,1934225,39,738579
2013–14,Agent,Male,Taxable,NSW,a. Under 18,2133,1173,29622460,2133,57678834,172,380314,70,111493,852,259895,244,309561,752,575355,172,15016,499,88415,1182,1939752,176,1686956,3,2321,0,0,3,2321,28,977657,19,267208,28,712019,2133,55739082,2133,7854002
2013–14,Agent,Male,Taxable,NSW,b. 18 - 24,105411,101435,4265472075,105411,4960535493,39383,115927251,11131,23534048,82275,26697641,15655,27140188,79013,80704149,25740,4374503,64464,10278971,99052,293312130,1517,30787485,935,4381760,3236,-18518563,4171,-14136803,6028,255983015,5699,142949555,6123,112111197,105411,4666096077,105411,723866518
2013–14,Agent,Male,Taxable,NSW,c. 25 - 29,135888,127555,7743968281,135888,8610590101,56735,191241210,20809,46123612,96830,33290601,10311,25042391,106381,139205899,43268,11672806,95305,19428938,127991,479805688,2873,37292319,3139,16110938,11598,-83168265,14737,-67057327,14391,929033916,14001,581415005,14697,343026975,135887,8129119892,135888,1652608527
2013–14,Agent,Male,Taxable,NSW,d. 30 - 34,153988,140955,10552595826,153987,12058700667,63545,230861198,25474,58298806,99259,33329701,9748,28799735,119817,170089206,53921,18646385,112367,29105935,143852,604823737,4734,93925938,5962,34580606,18323,-146658056,24285,-112077450,18581,1985782482,18337,1419529053,18972,560539996,153988,11447939839,153988,2713067529
2013–14,Agent,Male,Taxable,NSW,e. 35 - 39,149248,132886,11584198562,149246,14269995545,58667,229779935,24001,58014428,90265,29005421,7325,20595595,112312,165859580,56949,44808705,110277,37670171,138286,656811067,6199,402463620,7818,52695335,20485,-181285187,28303,-128589852,19046,2541384729,18939,1734181238,19566,795351447,149247,13605637623,149248,3658001952
2013–14,Agent,Male,Taxable,NSW,f. 40 - 44,159672,138990,13166261409,159671,17025191976,57285,228870528,23529,61506341,93475,28673469,5285,14285796,115470,167703719,66154,35996309,116990,48526472,147552,713111778,7944,292683243,10853,87774494,23043,-227471369,33896,-139696875,20319,3416560518,20341,2339616903,20980,1059444184,159672,16295383417,159672,4658213475
2013–14,Agent,Male,Taxable,NSW,g. 45 - 49,146618,125294,12049495099,146618,16373148457,47426,187077664,19316,55847107,84528,25009981,3472,8500050,102347,143439670,63731,42479606,107481,50019065,134833,677105568,8055,395257646,12085,116426352,22191,-239601778,34276,-123175426,18750,2948741619,18914,1954518587,19478,976094418,146617,15676107842,146618,4598893331
2013–14,Agent,Male,Taxable,NSW,h. 50 - 54,149989,125992,11618657200,149989,16294565759,43660,163442193,17604,54004843,85714,24341761,2429,5477650,101155,133530488,66757,66391811,109815,54749545,137770,712076894,9349,420672787,14953,150072202,24507,-270162200,39460,-120089998,18959,3113443377,19092,2099608163,19591,983269138,149989,15567336759,149989,4516365629
2013–14,Agent,Male,Taxable,NSW,i. 55 - 59,128883,105399,8973501260,128883,13614697994,33697,118046045,13303,42025220,69906,18997956,1380,2787313,82930,105032702,58370,57201696,93946,49950615,117876,610815170,8780,346656689,15891,163318977,20305,-219221177,36196,-55902200,15973,2723949614,16071,1871156097,16572,819761164,128883,12986536196,128883,3587964113
2013–14,Agent,Male,Taxable,NSW,j. 60 - 64,93405,71866,5308996898,93405,8826645537,20418,69353253,7643,22862472,45300,11868699,582,1087148,53678,62388048,41868,51510631,66751,37700365,84477,476122618,7728,354830451,14063,170911604,11751,-116311633,25814,54599971,11860,1790356348,11825,1167385274,12217,598804403,93405,8338864467,93405,2228088565
2013–14,Agent,Male,Taxable,NSW,k. 65 - 69,45233,30550,2054692166,45233,4661002326,7565,26715754,2899,8819024,17048,4280252,152,352164,20929,23505015,19807,70856244,30764,23946589,39985,291708568,4970,301630626,8756,146015673,4100,-48953633,12856,97062040,5825,1035056192,5710,707861885,5992,305336805,45233,4338950026,45233,1195228238
2013–14,Agent,Male,Taxable,NSW,l. 70 - 74,17653,8088,469461993,17653,2096240266,1819,6601482,638,1880910,3395,807871,31,49763,4747,7122585,7416,47627460,11095,14971638,14842,149709748,2584,155445210,4335,94618400,987,-11200958,5322,83417442,2343,437337260,2270,323781741,2406,107459797,17653,1942874387,17653,581934495
2013–14,Agent,Male,Taxable,NSW,m. 75 and over,23835,3326,158695790,23835,2497115154,652,2356697,211,486874,804,175117,11,31210,1618,2067301,11624,62564612,16313,16003232,19793,115584921,4838,169195454,5870,155381671,546,-5742117,6416,149639554,1819,279550812,1782,211388296,1888,60031743,23835,2373858735,23835,660781789
2013–14,Agent,Male,Taxable,NT,a. Under 18,79,66,1922744,79,2286691,12,20583,3,2363,54,17150,1,1550,43,22888,7,330,22,2742,65,67782,5,110852,0,0,0,0,0,0,0,0,0,0,0,0,79,2218909,79,212682
2013–14,Agent,Male,Taxable,NT,b. 18 - 24,5353,5278,283366389,5353,301943915,2393,5550113,362,579919,4846,1778688,243,362387,4265,4827682,1428,246343,3360,656532,5211,14224414,16,262953,21,37754,109,-912795,130,-875041,170,8672464,167,4354585,173,4308094,5353,287718546,5353,50635026
2013–14,Agent,Male,Taxable,NT,c. 25 - 29,6378,6205,434816250,6378,461551771,2919,7767631,657,1521735,5680,2085718,334,688653,5220,6986313,2072,537415,4562,1153914,6205,21215773,63,515423,81,374969,596,-4763346,677,-4388377,438,25516130,416,13848703,442,11839945,6378,440299559,6378,94589904
2013–14,Agent,Male,Taxable,NT,d. 30 - 34,5909,5632,463904104,5909,501835603,2509,6971559,713,1728598,5029,1798515,346,939393,4706,6735262,2011,620118,4484,1421751,5688,21345041,122,1209456,197,776114,968,-8281191,1165,-7505077,494,41339730,478,26446038,503,14725995,5909,480320088,5909,113958087
2013–14,Agent,Male,Taxable,NT,e. 35 - 39,5089,4781,423794171,5089,467059653,1898,5081720,598,1540617,4206,1389701,271,687718,4005,5703747,1721,564202,3955,1440328,4878,18074896,136,2033427,255,1453563,1021,-9714429,1276,-8260866,440,44136322,438,29153278,458,15138242,5089,448372719,5089,111189116
2013–14,Agent,Male,Taxable,NT,f. 40 - 44,5391,4987,457654854,5391,523482166,1773,4930602,575,1714623,4332,1353798,210,583387,3979,5324906,1848,652790,4187,1568327,5166,18616007,165,2224120,359,2481780,1106,-11832226,1465,-9350446,477,59661472,477,36985996,495,22319086,5391,504104504,5391,130210241
2013–14,Agent,Male,Taxable,NT,g. 45 - 49,4877,4484,418415372,4877,490718868,1453,3832647,517,1780063,3791,1159034,157,382090,3489,4652386,1741,653256,3777,1586631,4631,17137586,184,3147437,381,3359136,1034,-11672380,1415,-8313244,474,64681027,484,43511720,502,20418465,4877,472901799,4877,124255942
2013–14,Agent,Male,Taxable,NT,h. 50 - 54,4784,4323,397261669,4784,473746816,1298,3341767,476,1686640,3571,1065919,81,245879,3304,4196042,1758,723373,3738,1527750,4522,16398903,208,3876714,460,4012453,1160,-12741172,1620,-8728719,473,59734761,482,38671802,504,20088273,4784,457089520,4784,119129668
